Loan_amount,Income,Term,Loan_purpose
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,324,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Investment
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,240,Personal
216500,0,360,Education
216500,0,360,Education
216500,0,360,Education
216500,0,348,Personal
216500,0,360,Personal
216500,0,324,Education
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,324,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Investment
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,180,Personal
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Education
216500,0,324,Mortgage
216500,0,360,Personal
216500,0,360,Investment
216500,0,360,Mortgage
216500,0,324,Mortgage
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,360,Personal
216500,0,360,Education
216500,0,360,Mortgage
216500,0,300,Personal
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Mortgage
216500,0,360,Education
216500,0,360,Personal
216500,0,360,Mortgage
216500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,324,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,300,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Education
206500,0,300,Education
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Education
206500,0,360,Investment
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Personal
206500,0,324,Education
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,324,Investment
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Investment
206500,0,360,Mortgage
206500,0,324,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,324,Personal
206500,0,360,Education
206500,0,360,Education
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Education
206500,0,300,Mortgage
206500,0,360,Personal
206500,0,300,Personal
206500,0,360,Personal
206500,0,360,Investment
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Education
206500,0,360,Education
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Education
206500,0,360,Education
206500,0,180,Personal
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,300,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Investment
206500,0,360,Mortgage
206500,0,300,Personal
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Education
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Education
206500,0,360,Personal
206500,0,300,Education
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Personal
206500,0,360,Education
206500,0,360,Mortgage
206500,0,180,Education
206500,0,360,Personal
206500,0,360,Mortgage
206500,0,360,Mortgage
206500,0,360,Education
206500,0,180,Mortgage
206500,0,360,Personal
206500,0,300,Personal
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Personal
206500,0,360,Personal
196500,0,324,Education
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Investment
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Education
196500,0,360,Personal
196500,0,324,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Personal
196500,0,180,Education
196500,0,360,Mortgage
196500,0,324,Personal
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,324,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,324,Mortgage
196500,0,300,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Investment
196500,0,360,Personal
196500,0,360,Education
196500,0,180,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,180,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Investment
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Education
196500,0,300,Mortgage
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Education
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Investment
196500,0,360,Education
196500,0,360,Education
196500,0,360,Personal
196500,0,300,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Education
196500,0,360,Personal
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Education
196500,0,360,Mortgage
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,360,Mortgage
196500,0,360,Personal
196500,0,300,Personal
186500,0,360,Investment
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,180,Personal
186500,0,324,Personal
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Education
186500,0,360,Personal
186500,0,300,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,300,Personal
186500,0,360,Mortgage
186500,0,348,Mortgage
186500,0,324,Education
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,324,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,300,Personal
186500,0,360,Education
186500,0,360,Personal
186500,0,240,Mortgage
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,240,Mortgage
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Investment
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Mortgage
186500,0,300,Personal
186500,0,300,Education
186500,0,360,Personal
186500,0,300,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,300,Personal
186500,0,360,Mortgage
186500,0,240,Mortgage
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,180,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,300,Mortgage
186500,0,360,Personal
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Education
186500,0,360,Mortgage
186500,0,360,Education
186500,0,360,Education
186500,0,360,Personal
186500,0,360,Mortgage
186500,0,360,Personal
186500,0,360,Personal
186500,0,360,Investment
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Mortgage
186500,0,360,Personal
176500,0,324,Personal
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Investment
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,324,Personal
176500,0,324,Education
176500,0,360,Education
176500,0,360,Education
176500,0,240,Personal
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Investment
176500,0,300,Mortgage
176500,0,360,Mortgage
176500,0,300,Education
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Personal
176500,0,324,Mortgage
176500,0,360,Investment
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Education
176500,0,180,Mortgage
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Education
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Education
176500,0,324,Personal
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Personal
176500,0,300,Education
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Investment
176500,0,360,Education
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Education
176500,0,300,Mortgage
176500,0,360,Education
176500,0,360,Education
176500,0,360,Mortgage
176500,0,360,Education
176500,0,360,Personal
176500,0,360,Personal
176500,0,360,Mortgage
176500,0,360,Personal
176500,0,360,Education
176500,0,360,Personal
