Loan_amount,Income,Term
436500,3900,360
156500,0,360
346500,7800,360
556500,7800,360
456500,12660,180
336500,9180,360
256500,5160,324
286500,7260,360
446500,8100,360
126500,1320,360
276500,3060,360
156500,3540,180
216500,0,360
626500,8160,360
336500,11100,180
96500,0,360
336500,11160,360
96500,1320,360
326500,7680,360
346500,7920,360
286500,5460,360
226500,4320,360
296500,6720,360
376500,8040,360
216500,6120,180
216500,2160,360
226500,4620,360
486500,16440,360
456500,7560,360
316500,5460,360
406500,5280,360
386500,25080,324
386500,33360,360
416500,9600,360
256500,3360,360
376500,7320,360
586500,12000,240
256500,3360,360
466500,8700,360
356500,6000,360
666500,10500,360
206500,5220,360
156500,5760,180
356500,12060,360
406500,7980,360
196500,2700,360
516500,11700,360
216500,3360,360
306500,6540,360
316500,3060,360
406500,4920,360
556500,12060,360
1256500,21300,360
346500,8460,360
286500,5880,360
226500,3180,360
546500,9060,360
306500,6360,360
486500,6780,360
256500,0,360
406500,6540,360
206500,13200,360
366500,6420,360
586500,6420,360
226500,2880,324
616500,9540,360
306500,10020,360
246500,4680,360
676500,9360,360
906500,34140,360
446500,9480,360
196500,5640,360
446500,8700,360
416500,11700,360
446500,15180,180
456500,8100,360
246500,6840,180
576500,12120,360
626500,7620,360
186500,4440,360
696500,7320,360
286500,4380,360
216500,2160,360
146500,2340,360
546500,16980,360
306500,10080,360
426500,8400,360
106500,3180,360
56500,1260,360
356500,4920,180
126500,1740,360
546500,13320,360
66500,1320,300
426500,5700,360
36500,840,360
116500,1560,360
486500,7680,360
156500,4800,180
406500,12840,240
126500,4260,360
206500,5580,360
586500,8760,360
236500,2160,360
266500,10920,360
266500,4380,360
506500,5280,360
386500,4440,360
326500,9780,360
626500,18240,360
286500,8940,360
176500,4080,180
166500,8040,360
506500,6300,360
136500,8100,360
236500,6420,360
306500,7620,360
216500,13500,360
686500,9900,360
176500,5100,156
116500,3600,360
56500,1560,360
246500,3540,360
196500,3000,360
376500,7200,360
326500,4860,360
496500,6840,360
156500,4680,360
216500,4740,360
266500,3840,360
136500,2940,360
276500,27540,360
276500,4140,240
116500,4320,360
206500,9720,324
366500,8220,360
96500,1320,360
606500,0,360
176500,3660,360
146500,5880,360
306500,4200,360
426500,4740,360
166500,4860,180
546500,7800,360
126500,1980,360
306500,6300,180
606500,5880,360
136500,9060,360
236500,6300,360
486500,10920,180
286500,4380,360
166500,3300,360
436500,9780,300
486500,6360,360
186500,2580,360
546500,8220,360
106500,3600,240
296500,0,360
356500,5520,360
236500,4320,360
66500,2040,180
136500,2220,324
416500,9960,360
336500,2820,360
526500,6240,360
156500,8520,360
486500,14580,360
116500,6720,180
506500,0,360
306500,10260,240
446500,9960,360
286500,6240,180
526500,23220,360
366500,6300,360
406500,5160,360
536500,7140,360
266500,0,360
306500,4920,360
886500,13200,360
936500,11040,360
106500,9300,360
306500,7680,360
286500,7740,180
266500,5220,360
226500,5880,360
256500,6000,324
846500,0,360
426500,4680,360
106500,2760,360
156500,2640,360
286500,6840,180
356500,0,360
176500,0,360
236500,4080,360
86500,4320,360
356500,5580,360
156500,7920,180
416500,13140,180
186500,5220,360
546500,15000,360
376500,5520,360
446500,10380,360
96500,1920,360
256500,0,360
576500,5400,360
496500,8760,360
316500,3420,240
236500,3120,360
276500,3180,360
316500,4920,240
646500,13380,360
156500,1560,360
126500,2400,360
146500,3720,360
176500,12120,180
516500,7140,360
446500,8640,360
346500,5460,360
186500,4320,360
106500,1680,360
286500,3660,360
566500,5700,360
206500,4680,276
146500,2160,360
256500,5700,360
226500,3900,360
406500,5760,324
256500,7860,180
576500,12060,360
276500,6780,180
96500,1860,180
136500,3240,360
176500,3660,324
286500,5100,360
296500,0,360
666500,13560,360
206500,4800,360
486500,14940,360
406500,10980,360
116500,8100,240
206500,13320,360
376500,4800,360
156500,2460,360
326500,4260,360
486500,6900,360
396500,13980,360
96500,3900,360
326500,3600,360
436500,12060,180
316500,3600,360
656500,13200,360
386500,10620,360
726500,0,360
216500,4200,360
156500,5520,360
436500,6960,360
166500,2340,360
166500,4080,240
76500,2940,360
366500,5460,240
396500,6420,360
236500,2640,360
196500,3060,360
216500,4140,360
306500,8580,360
316500,6720,360
616500,7620,360
436500,25200,360
286500,5400,360
336500,3960,360
96500,2580,360
126500,2160,360
116500,1620,360
666500,9840,360
536500,19380,360
96500,1620,360
366500,4260,360
216500,3120,360
446500,17160,360
106500,2460,180
86500,1620,360
166500,2700,360
86500,2340,360
526500,0,360
656500,0,360
396500,30660,360
366500,7320,360
276500,4200,180
226500,3360,360
256500,8280,360
186500,7020,240
346500,9060,360
166500,2100,360
166500,0,180
146500,3780,180
106500,5040,360
156500,12180,180
726500,10140,360
426500,5700,336
456500,6660,360
336500,3360,360
376500,13320,360
286500,6360,360
236500,4440,360
176500,0,360
556500,6720,360
316500,11220,360
136500,10260,360
276500,2640,360
236500,4020,360
386500,4320,360
226500,5040,300
256500,4620,360
176500,3420,240
246500,5340,360
866500,22800,180
376500,7320,240
256500,5220,360
336500,5100,360
256500,24900,360
536500,9060,360
246500,6240,360
656500,0,360
246500,5940,360
136500,5580,360
296500,7620,360
106500,1860,360
476500,5160,360
556500,0,360
426500,5280,360
726500,9840,360
166500,6420,360
216500,4620,360
236500,5340,300
86500,7500,180
86500,2340,360
226500,3480,360
286500,3780,360
456500,7620,360
426500,11880,360
296500,5640,360
466500,9240,360
366500,0,360
426500,5100,360
456500,12240,360
226500,7380,240
286500,3000,360
286500,4380,180
296500,10260,180
206500,5580,360
476500,8880,360
426500,5820,240
156500,4200,360
356500,29700,360
176500,2340,360
196500,7380,360
156500,3660,360
846500,34620,360
356500,0,360
386500,0,360
376500,6300,360
156500,3900,324
446500,8880,336
326500,7200,300
456500,0,360
436500,7860,360
206500,4620,360
546500,10680,360
466500,13200,360
436500,4380,360
616500,14460,360
166500,2160,360
666500,17160,360
396500,5100,360
446500,15060,240
616500,10320,360
96500,3780,180
426500,8040,360
406500,6900,360
366500,6300,360
256500,2460,360
446500,7920,360
336500,7200,360
706500,0,360
246500,6060,360
596500,8700,360
336500,7440,360
446500,5160,360
486500,7500,360
376500,5340,360
266500,5100,360
276500,6300,360
96500,1800,360
256500,6240,240
386500,11220,360
476500,4320,360
486500,7200,360
206500,2880,360
156500,4440,180
276500,8280,360
386500,5580,228
286500,3240,360
436500,12240,360
306500,3360,360
346500,8340,360
346500,6300,360
306500,3480,360
146500,2340,324
406500,0,360
426500,6900,360
146500,2700,360
156500,3000,348
166500,4080,360
326500,0,360
266500,4020,360
446500,7560,360
266500,10020,360
226500,4980,360
276500,11220,180
606500,9840,360
276500,7500,360
326500,7800,360
676500,13920,360
366500,5280,348
306500,3240,360
176500,4920,360
136500,5760,360
276500,5940,360
606500,0,360
306500,7200,360
86500,1320,360
336500,6060,360
286500,20340,360
236500,4020,180
446500,4500,360
406500,11100,360
226500,5100,360
356500,3120,360
326500,3180,360
626500,7080,360
106500,2760,324
106500,3240,180
76500,3660,360
366500,0,360
176500,5340,360
176500,1740,360
566500,9000,360
256500,9120,120
676500,7320,360
246500,8520,360
126500,2760,360
206500,5700,180
336500,0,360
106500,2280,360
326500,5160,360
106500,2880,360
456500,0,360
476500,5040,360
246500,3060,360
406500,6840,360
166500,3120,180
176500,13440,180
386500,9660,360
266500,5400,360
496500,6240,360
256500,5340,360
456500,27120,360
426500,5760,240
236500,4020,360
296500,5340,360
326500,3780,360
476500,10560,360
496500,0,360
546500,9780,360
456500,6960,360
606500,10680,240
226500,3180,360
206500,12600,108
206500,7920,360
706500,7500,360
296500,8580,360
386500,0,360
246500,6900,360
566500,8160,360
126500,2040,360
226500,6420,360
546500,6600,360
356500,7800,180
376500,6360,360
576500,12960,360
236500,5700,360
536500,8040,360
126500,8940,360
266500,4740,360
176500,4380,360
136500,1500,360
166500,0,360
376500,5220,360
366500,5760,360
136500,4440,360
506500,12720,360
186500,3900,360
86500,5940,360
156500,2940,360
326500,10740,360
156500,2400,360
376500,0,360
86500,2280,360
106500,2940,240
156500,3120,360
316500,16080,180
416500,7980,360
426500,14280,360
416500,4620,360
286500,3960,360
366500,7800,360
306500,5760,360
486500,6480,360
126500,3960,180
326500,5580,360
406500,5580,360
306500,7800,360
326500,0,360
276500,7140,360
476500,0,360
176500,4680,180
366500,7620,360
276500,3120,360
606500,7860,360
316500,4200,360
286500,4260,360
336500,7500,360
126500,3240,180
316500,4500,360
686500,11760,360
406500,12540,324
126500,1440,360
776500,13140,360
56500,1200,360
286500,2820,360
196500,3480,360
386500,4140,360
146500,4140,240
376500,6660,360
246500,8580,180
286500,2640,360
416500,9060,360
176500,2400,360
286500,8760,240
486500,10560,360
116500,2160,360
76500,2280,360
206500,2220,360
416500,7920,360
556500,8880,360
286500,6060,180
586500,0,360
386500,5580,360
66500,1980,360
426500,0,360
326500,6300,360
276500,3600,360
216500,3540,360
66500,4500,312
566500,7740,360
136500,4980,360
316500,4440,360
276500,0,360
686500,13380,360
416500,5700,360
326500,7320,360
156500,2460,360
116500,2460,360
66500,3960,360
306500,9420,180
136500,0,360
426500,6240,360
286500,0,360
366500,4800,360
256500,4440,360
216500,7980,360
256500,6360,360
426500,6300,240
206500,2340,360
226500,3360,360
66500,3240,360
126500,1740,360
216500,11040,360
136500,5520,360
146500,2640,360
246500,7920,360
236500,3120,360
336500,3480,360
226500,4500,360
156500,14040,144
256500,5160,360
246500,6300,360
116500,2340,360
476500,9960,360
186500,5700,360
306500,4440,360
156500,2520,360
226500,0,360
176500,2820,360
596500,8880,360
626500,16200,360
616500,13860,360
376500,10020,240
646500,7380,360
116500,3300,240
146500,3060,360
316500,4800,360
416500,11520,360
406500,7200,360
156500,11160,360
346500,10320,360
136500,1740,360
496500,4440,360
226500,4380,360
276500,4020,360
196500,3600,180
626500,7920,360
456500,7740,360
206500,6000,180
116500,1980,360
226500,2700,360
116500,0,360
256500,7260,360
336500,5160,360
616500,10560,360
76500,1380,360
196500,3300,360
396500,7260,360
766500,8580,360
436500,5520,324
166500,4200,360
276500,6900,360
156500,4800,360
516500,14220,360
676500,8940,360
156500,5460,324
616500,0,360
346500,11460,240
356500,5220,360
556500,6420,360
146500,6480,180
226500,5640,360
426500,7440,360
346500,5820,360
486500,7020,360
146500,5520,360
176500,2460,360
526500,9300,360
396500,7200,360
376500,0,360
626500,15960,360
616500,11040,360
156500,0,360
616500,0,360
166500,4140,240
106500,18000,180
186500,2820,360
206500,3780,180
106500,6120,360
456500,0,360
166500,5340,360
256500,7440,360
716500,15300,360
106500,4800,360
556500,4920,360
216500,2700,360
436500,10680,360
116500,3660,360
216500,8040,324
266500,12960,180
386500,7680,360
136500,5880,180
366500,3360,360
96500,2280,360
306500,5400,360
106500,8520,360
356500,6360,360
226500,5640,360
476500,7620,180
336500,3660,360
646500,8700,360
266500,4560,360
246500,5400,360
246500,4440,360
426500,11280,360
356500,9240,360
166500,16800,360
566500,7680,360
116500,3720,360
776500,0,360
526500,7320,360
266500,5220,312
346500,7260,300
176500,3300,360
226500,2460,360
616500,9300,360
166500,6420,96
666500,6600,360
586500,5820,360
556500,8460,360
416500,6120,348
376500,8700,360
176500,3720,360
486500,0,360
676500,21600,360
306500,4320,360
186500,3720,312
406500,5400,360
256500,4320,360
366500,6360,360
476500,7080,360
176500,3780,360
396500,11400,360
356500,4140,360
146500,8400,180
306500,8880,360
386500,7620,360
306500,0,360
176500,3900,240
306500,5340,360
566500,7560,360
206500,2820,360
356500,6420,360
276500,3000,360
466500,4380,360
96500,2580,360
226500,6600,360
206500,3240,360
256500,6540,324
456500,7740,240
266500,7500,120
746500,30000,360
156500,28740,360
306500,0,360
486500,8040,360
496500,6720,360
416500,4140,360
196500,3660,360
416500,5820,360
366500,6840,360
266500,3780,180
146500,4020,300
306500,7980,360
76500,1740,360
286500,8940,360
276500,6420,360
216500,2340,360
366500,7500,180
286500,3720,360
386500,5220,360
266500,5100,360
396500,5280,360
146500,1500,360
246500,12540,360
256500,6000,360
716500,11040,360
296500,4980,360
616500,9480,360
56500,1140,324
236500,5040,360
516500,0,360
256500,8160,360
156500,2580,360
486500,8880,360
476500,15960,360
216500,4500,348
266500,3840,240
606500,8160,360
116500,1680,360
326500,0,360
346500,4500,360
476500,8400,360
616500,13500,360
446500,7620,240
356500,4560,360
286500,0,360
276500,12660,180
696500,10380,360
656500,7020,360
216500,10740,360
526500,11580,360
256500,3780,360
426500,11760,360
216500,9060,360
626500,7740,360
326500,8220,360
576500,9240,360
336500,10320,360
176500,3000,360
436500,9600,360
216500,0,360
326500,5340,360
376500,9000,360
306500,4800,360
86500,4440,360
456500,18000,180
206500,3240,360
266500,3060,360
596500,5160,360
246500,7980,360
486500,9960,360
336500,3180,360
116500,1980,360
126500,2820,180
336500,7200,360
196500,3360,360
536500,6660,360
326500,4740,360
766500,11040,360
206500,0,360
156500,3120,324
176500,3480,360
376500,4140,360
306500,5040,360
266500,3360,360
216500,5340,180
396500,6660,360
326500,0,360
246500,3000,360
166500,6480,360
356500,4980,360
236500,4200,360
436500,5280,360
66500,1380,360
516500,26100,360
156500,2100,360
116500,1500,360
116500,2700,360
306500,4440,360
156500,4140,144
326500,7080,360
526500,6360,360
226500,6120,240
276500,5520,360
156500,1680,360
126500,2640,360
316500,3960,360
336500,6060,360
366500,24120,360
806500,11880,360
406500,4800,360
166500,3960,360
126500,3000,360
376500,5940,360
406500,7020,360
906500,15540,360
56500,1440,360
516500,0,360
486500,8700,360
276500,4980,360
406500,11880,360
196500,7440,180
236500,2160,360
196500,5280,360
286500,3000,360
316500,4320,360
486500,8100,360
236500,5580,360
726500,7500,360
416500,12480,360
546500,0,360
566500,5700,360
426500,6900,360
726500,14400,360
606500,10620,360
286500,6780,360
196500,3300,360
206500,9900,324
536500,7440,360
446500,7680,360
86500,2880,360
266500,4200,360
316500,6180,360
76500,3420,180
316500,7620,360
446500,8880,360
306500,6000,360
376500,17880,360
116500,2880,360
306500,14460,360
246500,4200,360
216500,6180,360
66500,2400,360
326500,4440,360
376500,8340,240
476500,9720,360
426500,7620,360
106500,1680,360
696500,6360,360
236500,8700,360
376500,11580,240
396500,10560,360
